time,voc_message
1765291725836160659,Temp: 30.48 °C  Hum: 62.91%  VOC: 34.82 kΩ
1765291727205055773,Temp: 30.48 °C  Hum: 62.92%  VOC: 35.08 kΩ
1765291728574156702,Temp: 30.48 °C  Hum: 62.92%  VOC: 35.41 kΩ
1765291729943275242,Temp: 30.48 °C  Hum: 62.90%  VOC: 35.65 kΩ
1765291731313819833,Temp: 30.48 °C  Hum: 62.90%  VOC: 35.93 kΩ
1765291732683768388,Temp: 30.48 °C  Hum: 62.89%  VOC: 36.24 kΩ
1765291734051206063,Temp: 30.48 °C  Hum: 62.89%  VOC: 36.21 kΩ
1765291735419158626,Temp: 30.48 °C  Hum: 62.89%  VOC: 36.40 kΩ
1765291736788198758,Temp: 30.48 °C  Hum: 62.91%  VOC: 36.78 kΩ
1765291738157252484,Temp: 30.48 °C  Hum: 62.91%  VOC: 37.01 kΩ
1765291739526407431,Temp: 30.48 °C  Hum: 62.89%  VOC: 37.08 kΩ
1765291740894985324,Temp: 30.48 °C  Hum: 62.88%  VOC: 37.58 kΩ
1765291742264572789,Temp: 30.48 °C  Hum: 62.87%  VOC: 37.62 kΩ
1765291743633146367,Temp: 30.48 °C  Hum: 62.85%  VOC: 37.99 kΩ
1765291745003825884,Temp: 30.49 °C  Hum: 62.81%  VOC: 38.45 kΩ
1765291746371754890,Temp: 30.49 °C  Hum: 62.79%  VOC: 38.42 kΩ
1765291747740593802,Temp: 30.49 °C  Hum: 62.76%  VOC: 39.29 kΩ
1765291749109039955,Temp: 30.48 °C  Hum: 62.71%  VOC: 39.70 kΩ
1765291750478161365,Temp: 30.48 °C  Hum: 62.69%  VOC: 40.12 kΩ
1765291751847356794,Temp: 30.48 °C  Hum: 62.65%  VOC: 40.67 kΩ
1765291753216367815,Temp: 30.48 °C  Hum: 62.65%  VOC: 41.11 kΩ
1765291754586218945,Temp: 30.48 °C  Hum: 62.63%  VOC: 41.35 kΩ
1765291755954474784,Temp: 30.48 °C  Hum: 62.63%  VOC: 41.77 kΩ
1765291757323707676,Temp: 30.48 °C  Hum: 62.64%  VOC: 41.98 kΩ
1765291758692309699,Temp: 30.48 °C  Hum: 62.65%  VOC: 42.15 kΩ
1765291760062840530,Temp: 30.48 °C  Hum: 62.63%  VOC: 42.50 kΩ
1765291761430484186,Temp: 30.48 °C  Hum: 62.62%  VOC: 42.58 kΩ
1765291762799981873,Temp: 30.48 °C  Hum: 62.62%  VOC: 42.80 kΩ
1765291764168759729,Temp: 30.49 °C  Hum: 62.61%  VOC: 42.89 kΩ
1765291765537888732,Temp: 30.49 °C  Hum: 62.61%  VOC: 43.29 kΩ
1765291766906477847,Temp: 30.49 °C  Hum: 62.62%  VOC: 43.38 kΩ
1765291768275324351,Temp: 30.49 °C  Hum: 62.62%  VOC: 43.29 kΩ
1765291769644620353,Temp: 30.49 °C  Hum: 62.62%  VOC: 43.47 kΩ
1765291771014369521,Temp: 30.49 °C  Hum: 62.63%  VOC: 43.47 kΩ
1765291772382747137,Temp: 30.49 °C  Hum: 62.63%  VOC: 43.34 kΩ
1765291773751863510,Temp: 30.50 °C  Hum: 62.63%  VOC: 43.29 kΩ
1765291775120578274,Temp: 30.50 °C  Hum: 62.64%  VOC: 43.25 kΩ
1765291776489903776,Temp: 30.50 °C  Hum: 62.64%  VOC: 43.43 kΩ
1765291777858862002,Temp: 30.50 °C  Hum: 62.65%  VOC: 43.16 kΩ
