time,voc_message
1765296947264062301,Temp: 30.90 °C  Hum: 64.79%  VOC: 17.33 kΩ
1765296948632758954,Temp: 30.90 °C  Hum: 64.77%  VOC: 17.17 kΩ
1765296950002105178,Temp: 30.90 °C  Hum: 64.77%  VOC: 17.13 kΩ
1765296951370860812,Temp: 30.91 °C  Hum: 64.76%  VOC: 17.36 kΩ
1765296952739768686,Temp: 30.91 °C  Hum: 64.77%  VOC: 17.85 kΩ
1765296954108910059,Temp: 30.91 °C  Hum: 64.77%  VOC: 18.16 kΩ
1765296955477882525,Temp: 30.91 °C  Hum: 64.77%  VOC: 18.74 kΩ
1765296956846824918,Temp: 30.91 °C  Hum: 64.78%  VOC: 19.15 kΩ
1765296958215808144,Temp: 30.91 °C  Hum: 64.79%  VOC: 19.22 kΩ
1765296959585351756,Temp: 30.92 °C  Hum: 64.79%  VOC: 19.22 kΩ
1765296960953628670,Temp: 30.92 °C  Hum: 64.79%  VOC: 19.40 kΩ
1765296962322907209,Temp: 30.92 °C  Hum: 64.79%  VOC: 20.04 kΩ
1765296963691929657,Temp: 30.92 °C  Hum: 64.79%  VOC: 20.59 kΩ
1765296965060934493,Temp: 30.92 °C  Hum: 64.77%  VOC: 21.10 kΩ
1765296966430080126,Temp: 30.92 °C  Hum: 64.77%  VOC: 21.85 kΩ
1765296967799183629,Temp: 30.92 °C  Hum: 64.79%  VOC: 22.13 kΩ
1765296969167803874,Temp: 30.92 °C  Hum: 64.79%  VOC: 21.76 kΩ
1765296970536776470,Temp: 30.92 °C  Hum: 64.78%  VOC: 21.56 kΩ
1765296971905962010,Temp: 30.93 °C  Hum: 64.78%  VOC: 21.14 kΩ
1765296973275480956,Temp: 30.92 °C  Hum: 64.77%  VOC: 21.71 kΩ
1765296974644268516,Temp: 30.92 °C  Hum: 64.76%  VOC: 22.86 kΩ
1765296976013230889,Temp: 30.92 °C  Hum: 64.77%  VOC: 23.51 kΩ
1765296977382042949,Temp: 30.93 °C  Hum: 64.78%  VOC: 23.48 kΩ
1765296978751357673,Temp: 30.93 °C  Hum: 64.78%  VOC: 23.04 kΩ
1765296980119980715,Temp: 30.93 °C  Hum: 64.78%  VOC: 22.71 kΩ
1765296981489045181,Temp: 30.93 °C  Hum: 64.76%  VOC: 23.35 kΩ
1765296982858198499,Temp: 30.93 °C  Hum: 64.74%  VOC: 23.53 kΩ
1765296984227377131,Temp: 30.93 °C  Hum: 64.76%  VOC: 23.43 kΩ
1765296985596057210,Temp: 30.93 °C  Hum: 64.73%  VOC: 23.43 kΩ
1765296986964999825,Temp: 30.94 °C  Hum: 64.72%  VOC: 23.35 kΩ
1765296988335146175,Temp: 30.94 °C  Hum: 64.72%  VOC: 24.85 kΩ
1765296989703286478,Temp: 30.94 °C  Hum: 64.70%  VOC: 26.36 kΩ
1765296991072219260,Temp: 30.94 °C  Hum: 64.72%  VOC: 27.23 kΩ
1765296992441559354,Temp: 30.93 °C  Hum: 64.72%  VOC: 28.24 kΩ
1765296993809957008,Temp: 30.93 °C  Hum: 64.74%  VOC: 28.46 kΩ
1765296995179313455,Temp: 30.93 °C  Hum: 64.76%  VOC: 27.92 kΩ
